
Epoch:   0%|                                                                                                                     | 0/1 [00:00<?, ?it/s]
0 357 tensor(1.7544, device='cuda:0', grad_fn=<NllLossBackward0>)
0 358 tensor(1.6743, device='cuda:0', grad_fn=<NllLossBackward0>)
0 359 tensor(1.9111, device='cuda:0', grad_fn=<NllLossBackward0>)
0 360 tensor(1.8424, device='cuda:0', grad_fn=<NllLossBackward0>)
0 361 tensor(2.1438, device='cuda:0', grad_fn=<NllLossBackward0>)
0 362 tensor(1.8406, device='cuda:0', grad_fn=<NllLossBackward0>)
0 363 tensor(1.9449, device='cuda:0', grad_fn=<NllLossBackward0>)
0 364 tensor(1.8602, device='cuda:0', grad_fn=<NllLossBackward0>)
0 365 tensor(1.9053, device='cuda:0', grad_fn=<NllLossBackward0>)
0 366 tensor(1.7600, device='cuda:0', grad_fn=<NllLossBackward0>)
0 367 tensor(1.9051, device='cuda:0', grad_fn=<NllLossBackward0>)
0 368 tensor(1.7797, device='cuda:0', grad_fn=<NllLossBackward0>)
0 369 tensor(1.9710, device='cuda:0', grad_fn=<NllLossBackward0>)
0 370 tensor(1.9607, device='cuda:0', grad_fn=<NllLossBackward0>)
0 371 tensor(1.7069, device='cuda:0', grad_fn=<NllLossBackward0>)
0 372 tensor(1.8612, device='cuda:0', grad_fn=<NllLossBackward0>)
0 373 tensor(1.9183, device='cuda:0', grad_fn=<NllLossBackward0>)
0 374 tensor(1.8572, device='cuda:0', grad_fn=<NllLossBackward0>)
0 375 tensor(1.9456, device='cuda:0', grad_fn=<NllLossBackward0>)
0 376 tensor(1.7422, device='cuda:0', grad_fn=<NllLossBackward0>)
0 377 tensor(1.9161, device='cuda:0', grad_fn=<NllLossBackward0>)
0 378 tensor(1.8245, device='cuda:0', grad_fn=<NllLossBackward0>)
0 379 tensor(1.8874, device='cuda:0', grad_fn=<NllLossBackward0>)
0 380 tensor(1.8839, device='cuda:0', grad_fn=<NllLossBackward0>)
0 381 tensor(1.9179, device='cuda:0', grad_fn=<NllLossBackward0>)
0 382 tensor(1.9111, device='cuda:0', grad_fn=<NllLossBackward0>)
0 383 tensor(1.9817, device='cuda:0', grad_fn=<NllLossBackward0>)
0 384 tensor(1.9425, device='cuda:0', grad_fn=<NllLossBackward0>)
0 385 tensor(1.8387, device='cuda:0', grad_fn=<NllLossBackward0>)
0 386 tensor(1.9765, device='cuda:0', grad_fn=<NllLossBackward0>)
0 387 tensor(1.8846, device='cuda:0', grad_fn=<NllLossBackward0>)
0 388 tensor(2.0016, device='cuda:0', grad_fn=<NllLossBackward0>)
0 389 tensor(1.7859, device='cuda:0', grad_fn=<NllLossBackward0>)
0 390 tensor(2.0106, device='cuda:0', grad_fn=<NllLossBackward0>)
0 391 tensor(1.7494, device='cuda:0', grad_fn=<NllLossBackward0>)
0 392 tensor(1.8850, device='cuda:0', grad_fn=<NllLossBackward0>)
0 393 tensor(1.8542, device='cuda:0', grad_fn=<NllLossBackward0>)
0 394 tensor(1.9714, device='cuda:0', grad_fn=<NllLossBackward0>)
0 395 tensor(1.8310, device='cuda:0', grad_fn=<NllLossBackward0>)
0 396 tensor(1.7847, device='cuda:0', grad_fn=<NllLossBackward0>)
0 397 tensor(1.8220, device='cuda:0', grad_fn=<NllLossBackward0>)
0 398 tensor(1.8330, device='cuda:0', grad_fn=<NllLossBackward0>)
0 399 tensor(1.8771, device='cuda:0', grad_fn=<NllLossBackward0>)
0 400 tensor(1.7650, device='cuda:0', grad_fn=<NllLossBackward0>)
0 401 tensor(1.8854, device='cuda:0', grad_fn=<NllLossBackward0>)
0 402 tensor(1.7851, device='cuda:0', grad_fn=<NllLossBackward0>)
0 403 tensor(1.7885, device='cuda:0', grad_fn=<NllLossBackward0>)
0 404 tensor(2.0035, device='cuda:0', grad_fn=<NllLossBackward0>)
0 405 tensor(1.7251, device='cuda:0', grad_fn=<NllLossBackward0>)
0 406 tensor(1.8207, device='cuda:0', grad_fn=<NllLossBackward0>)
0 407 tensor(1.7156, device='cuda:0', grad_fn=<NllLossBackward0>)
0 408 tensor(1.9519, device='cuda:0', grad_fn=<NllLossBackward0>)
0 409 tensor(1.9331, device='cuda:0', grad_fn=<NllLossBackward0>)
0 410 tensor(1.8216, device='cuda:0', grad_fn=<NllLossBackward0>)
0 411 tensor(1.9066, device='cuda:0', grad_fn=<NllLossBackward0>)
0 412 tensor(1.8051, device='cuda:0', grad_fn=<NllLossBackward0>)
0 413 tensor(1.9313, device='cuda:0', grad_fn=<NllLossBackward0>)
0 414 tensor(1.9761, device='cuda:0', grad_fn=<NllLossBackward0>)
0 415 tensor(1.9177, device='cuda:0', grad_fn=<NllLossBackward0>)
0 416 tensor(1.8642, device='cuda:0', grad_fn=<NllLossBackward0>)
0 417 tensor(1.7861, device='cuda:0', grad_fn=<NllLossBackward0>)
0 418 tensor(2.0728, device='cuda:0', grad_fn=<NllLossBackward0>)
0 419 tensor(1.8598, device='cuda:0', grad_fn=<NllLossBackward0>)
0 420 tensor(1.8537, device='cuda:0', grad_fn=<NllLossBackward0>)
0 421 tensor(1.8400, device='cuda:0', grad_fn=<NllLossBackward0>)
0 422 tensor(1.8108, device='cuda:0', grad_fn=<NllLossBackward0>)
0 423 tensor(1.8679, device='cuda:0', grad_fn=<NllLossBackward0>)
0 424 tensor(1.9040, device='cuda:0', grad_fn=<NllLossBackward0>)
0 425 tensor(1.9759, device='cuda:0', grad_fn=<NllLossBackward0>)
0 426 tensor(2.0182, device='cuda:0', grad_fn=<NllLossBackward0>)
0 427 tensor(1.8478, device='cuda:0', grad_fn=<NllLossBackward0>)
0 428 tensor(1.9074, device='cuda:0', grad_fn=<NllLossBackward0>)
0 429 tensor(1.7911, device='cuda:0', grad_fn=<NllLossBackward0>)
0 430 tensor(1.8095, device='cuda:0', grad_fn=<NllLossBackward0>)
0 431 tensor(1.9155, device='cuda:0', grad_fn=<NllLossBackward0>)
0 432 tensor(1.9337, device='cuda:0', grad_fn=<NllLossBackward0>)
0 433 tensor(1.8517, device='cuda:0', grad_fn=<NllLossBackward0>)
0 434 tensor(1.8625, device='cuda:0', grad_fn=<NllLossBackward0>)
0 435 tensor(1.7227, device='cuda:0', grad_fn=<NllLossBackward0>)
0 436 tensor(2.0103, device='cuda:0', grad_fn=<NllLossBackward0>)
0 437 tensor(1.8086, device='cuda:0', grad_fn=<NllLossBackward0>)
0 438 tensor(1.8607, device='cuda:0', grad_fn=<NllLossBackward0>)
0 439 tensor(1.8586, device='cuda:0', grad_fn=<NllLossBackward0>)
0 440 tensor(1.9010, device='cuda:0', grad_fn=<NllLossBackward0>)
0 441 tensor(1.9632, device='cuda:0', grad_fn=<NllLossBackward0>)
0 442 tensor(1.7116, device='cuda:0', grad_fn=<NllLossBackward0>)
0 443 tensor(1.9598, device='cuda:0', grad_fn=<NllLossBackward0>)
0 444 tensor(1.9820, device='cuda:0', grad_fn=<NllLossBackward0>)
0 445 tensor(1.9220, device='cuda:0', grad_fn=<NllLossBackward0>)
0 446 tensor(1.8601, device='cuda:0', grad_fn=<NllLossBackward0>)
0 447 tensor(1.8911, device='cuda:0', grad_fn=<NllLossBackward0>)
0 448 tensor(1.9873, device='cuda:0', grad_fn=<NllLossBackward0>)
0 449 tensor(1.8652, device='cuda:0', grad_fn=<NllLossBackward0>)
0 450 tensor(1.7369, device='cuda:0', grad_fn=<NllLossBackward0>)
0 451 tensor(1.6828, device='cuda:0', grad_fn=<NllLossBackward0>)
0 452 tensor(1.6825, device='cuda:0', grad_fn=<NllLossBackward0>)
0 453 tensor(1.8534, device='cuda:0', grad_fn=<NllLossBackward0>)
0 454 tensor(1.8980, device='cuda:0', grad_fn=<NllLossBackward0>)
0 455 tensor(1.8227, device='cuda:0', grad_fn=<NllLossBackward0>)
0 456 tensor(1.9345, device='cuda:0', grad_fn=<NllLossBackward0>)
0 457 tensor(1.9004, device='cuda:0', grad_fn=<NllLossBackward0>)
0 458 tensor(1.7624, device='cuda:0', grad_fn=<NllLossBackward0>)
0 459 tensor(1.8384, device='cuda:0', grad_fn=<NllLossBackward0>)
0 460 tensor(1.9202, device='cuda:0', grad_fn=<NllLossBackward0>)
0 461 tensor(1.8449, device='cuda:0', grad_fn=<NllLossBackward0>)
0 462 tensor(1.8339, device='cuda:0', grad_fn=<NllLossBackward0>)
0 463 tensor(1.9345, device='cuda:0', grad_fn=<NllLossBackward0>)
0 464 tensor(1.9867, device='cuda:0', grad_fn=<NllLossBackward0>)
0 465 tensor(1.8653, device='cuda:0', grad_fn=<NllLossBackward0>)
0 466 tensor(1.8058, device='cuda:0', grad_fn=<NllLossBackward0>)
0 467 tensor(1.8685, device='cuda:0', grad_fn=<NllLossBackward0>)
0 468 tensor(1.9854, device='cuda:0', grad_fn=<NllLossBackward0>)
0 469 tensor(1.9228, device='cuda:0', grad_fn=<NllLossBackward0>)
0 470 tensor(1.9974, device='cuda:0', grad_fn=<NllLossBackward0>)
0 471 tensor(1.9081, device='cuda:0', grad_fn=<NllLossBackward0>)
0 472 tensor(1.9225, device='cuda:0', grad_fn=<NllLossBackward0>)
0 473 tensor(1.7768, device='cuda:0', grad_fn=<NllLossBackward0>)
0 474 tensor(1.9214, device='cuda:0', grad_fn=<NllLossBackward0>)
0 475 tensor(1.9126, device='cuda:0', grad_fn=<NllLossBackward0>)
0 476 tensor(2.0107, device='cuda:0', grad_fn=<NllLossBackward0>)
0 477 tensor(1.8694, device='cuda:0', grad_fn=<NllLossBackward0>)
0 478 tensor(1.8505, device='cuda:0', grad_fn=<NllLossBackward0>)
0 479 tensor(1.7749, device='cuda:0', grad_fn=<NllLossBackward0>)
0 480 tensor(1.9812, device='cuda:0', grad_fn=<NllLossBackward0>)
0 481 tensor(1.7938, device='cuda:0', grad_fn=<NllLossBackward0>)
0 482 tensor(1.8825, device='cuda:0', grad_fn=<NllLossBackward0>)
0 483 tensor(1.8481, device='cuda:0', grad_fn=<NllLossBackward0>)
0 484 tensor(1.9527, device='cuda:0', grad_fn=<NllLossBackward0>)
0 485 tensor(2.0184, device='cuda:0', grad_fn=<NllLossBackward0>)
0 486 tensor(1.9724, device='cuda:0', grad_fn=<NllLossBackward0>)
0 487 tensor(1.9961, device='cuda:0', grad_fn=<NllLossBackward0>)
0 488 tensor(1.9220, device='cuda:0', grad_fn=<NllLossBackward0>)
0 489 tensor(1.7177, device='cuda:0', grad_fn=<NllLossBackward0>)
0 490 tensor(1.9275, device='cuda:0', grad_fn=<NllLossBackward0>)
0 491 tensor(1.8291, device='cuda:0', grad_fn=<NllLossBackward0>)
0 492 tensor(1.8452, device='cuda:0', grad_fn=<NllLossBackward0>)
0 493 tensor(1.9501, device='cuda:0', grad_fn=<NllLossBackward0>)
0 494 tensor(1.9338, device='cuda:0', grad_fn=<NllLossBackward0>)
0 495 tensor(1.6910, device='cuda:0', grad_fn=<NllLossBackward0>)
0 496 tensor(1.9729, device='cuda:0', grad_fn=<NllLossBackward0>)
0 497 tensor(1.7981, device='cuda:0', grad_fn=<NllLossBackward0>)
0 498 tensor(1.9552, device='cuda:0', grad_fn=<NllLossBackward0>)
0 499 tensor(2.0125, device='cuda:0', grad_fn=<NllLossBackward0>)
0 500 tensor(1.8899, device='cuda:0', grad_fn=<NllLossBackward0>)
0 501 tensor(1.6974, device='cuda:0', grad_fn=<NllLossBackward0>)
0 502 tensor(1.9378, device='cuda:0', grad_fn=<NllLossBackward0>)
0 503 tensor(1.7797, device='cuda:0', grad_fn=<NllLossBackward0>)
0 504 tensor(1.9230, device='cuda:0', grad_fn=<NllLossBackward0>)
0 505 tensor(1.8514, device='cuda:0', grad_fn=<NllLossBackward0>)
0 506 tensor(2.1694, device='cuda:0', grad_fn=<NllLossBackward0>)
0 507 tensor(1.8576, device='cuda:0', grad_fn=<NllLossBackward0>)
0 508 tensor(1.9208, device='cuda:0', grad_fn=<NllLossBackward0>)
0 509 tensor(1.8796, device='cuda:0', grad_fn=<NllLossBackward0>)
0 510 tensor(1.8207, device='cuda:0', grad_fn=<NllLossBackward0>)
0 511 tensor(1.8336, device='cuda:0', grad_fn=<NllLossBackward0>)
0 512 tensor(1.7855, device='cuda:0', grad_fn=<NllLossBackward0>)
0 513 tensor(1.9235, device='cuda:0', grad_fn=<NllLossBackward0>)
0 514 tensor(2.0037, device='cuda:0', grad_fn=<NllLossBackward0>)
0 515 tensor(1.9207, device='cuda:0', grad_fn=<NllLossBackward0>)
0 516 tensor(1.8006, device='cuda:0', grad_fn=<NllLossBackward0>)
0 517 tensor(1.8947, device='cuda:0', grad_fn=<NllLossBackward0>)
0 518 tensor(2.0319, device='cuda:0', grad_fn=<NllLossBackward0>)
0 519 tensor(2.0738, device='cuda:0', grad_fn=<NllLossBackward0>)
0 520 tensor(1.9796, device='cuda:0', grad_fn=<NllLossBackward0>)
0 521 tensor(1.8440, device='cuda:0', grad_fn=<NllLossBackward0>)
0 522 tensor(1.9022, device='cuda:0', grad_fn=<NllLossBackward0>)
0 523 tensor(1.8285, device='cuda:0', grad_fn=<NllLossBackward0>)
0 524 tensor(1.9112, device='cuda:0', grad_fn=<NllLossBackward0>)
0 525 tensor(1.9613, device='cuda:0', grad_fn=<NllLossBackward0>)
0 526 tensor(1.7617, device='cuda:0', grad_fn=<NllLossBackward0>)
0 527 tensor(1.9385, device='cuda:0', grad_fn=<NllLossBackward0>)
0 528 tensor(1.9384, device='cuda:0', grad_fn=<NllLossBackward0>)
0 529 tensor(1.9490, device='cuda:0', grad_fn=<NllLossBackward0>)
0 530 tensor(1.8749, device='cuda:0', grad_fn=<NllLossBackward0>)
0 531 tensor(1.7480, device='cuda:0', grad_fn=<NllLossBackward0>)
0 532 tensor(1.8146, device='cuda:0', grad_fn=<NllLossBackward0>)
0 533 tensor(1.9710, device='cuda:0', grad_fn=<NllLossBackward0>)
0 534 tensor(1.9904, device='cuda:0', grad_fn=<NllLossBackward0>)
0 535 tensor(1.8824, device='cuda:0', grad_fn=<NllLossBackward0>)
0 536 tensor(1.8747, device='cuda:0', grad_fn=<NllLossBackward0>)
0 537 tensor(1.9232, device='cuda:0', grad_fn=<NllLossBackward0>)
0 538 tensor(1.8231, device='cuda:0', grad_fn=<NllLossBackward0>)
0 539 tensor(1.9132, device='cuda:0', grad_fn=<NllLossBackward0>)
0 540 tensor(1.9025, device='cuda:0', grad_fn=<NllLossBackward0>)
0 541 tensor(1.8799, device='cuda:0', grad_fn=<NllLossBackward0>)
0 542 tensor(2.0331, device='cuda:0', grad_fn=<NllLossBackward0>)
0 543 tensor(1.8217, device='cuda:0', grad_fn=<NllLossBackward0>)
0 544 tensor(2.1635, device='cuda:0', grad_fn=<NllLossBackward0>)
0 545 tensor(1.7589, device='cuda:0', grad_fn=<NllLossBackward0>)
0 546 tensor(1.8328, device='cuda:0', grad_fn=<NllLossBackward0>)
0 547 tensor(1.8389, device='cuda:0', grad_fn=<NllLossBackward0>)
0 548 tensor(1.9388, device='cuda:0', grad_fn=<NllLossBackward0>)
0 549 tensor(1.8368, device='cuda:0', grad_fn=<NllLossBackward0>)
0 550 tensor(1.8925, device='cuda:0', grad_fn=<NllLossBackward0>)
0 551 tensor(1.9144, device='cuda:0', grad_fn=<NllLossBackward0>)
0 552 tensor(1.9258, device='cuda:0', grad_fn=<NllLossBackward0>)
0 553 tensor(1.9255, device='cuda:0', grad_fn=<NllLossBackward0>)
0 554 tensor(1.8623, device='cuda:0', grad_fn=<NllLossBackward0>)
0 555 tensor(1.7131, device='cuda:0', grad_fn=<NllLossBackward0>)
0 556 tensor(1.8446, device='cuda:0', grad_fn=<NllLossBackward0>)
0 557 tensor(1.8947, device='cuda:0', grad_fn=<NllLossBackward0>)
0 558 tensor(1.8581, device='cuda:0', grad_fn=<NllLossBackward0>)
0 559 tensor(1.7886, device='cuda:0', grad_fn=<NllLossBackward0>)
0 560 tensor(1.8263, device='cuda:0', grad_fn=<NllLossBackward0>)
0 561 tensor(2.0248, device='cuda:0', grad_fn=<NllLossBackward0>)
0 562 tensor(1.8961, device='cuda:0', grad_fn=<NllLossBackward0>)
0 563 tensor(1.8962, device='cuda:0', grad_fn=<NllLossBackward0>)
0 564 tensor(1.7485, device='cuda:0', grad_fn=<NllLossBackward0>)
0 565 tensor(1.8838, device='cuda:0', grad_fn=<NllLossBackward0>)
0 566 tensor(1.8933, device='cuda:0', grad_fn=<NllLossBackward0>)
0 567 tensor(1.9793, device='cuda:0', grad_fn=<NllLossBackward0>)
0 568 tensor(1.9120, device='cuda:0', grad_fn=<NllLossBackward0>)
0 569 tensor(1.8278, device='cuda:0', grad_fn=<NllLossBackward0>)
0 570 tensor(1.9924, device='cuda:0', grad_fn=<NllLossBackward0>)
0 571 tensor(1.9833, device='cuda:0', grad_fn=<NllLossBackward0>)
0 572 tensor(1.8953, device='cuda:0', grad_fn=<NllLossBackward0>)
0 573 tensor(1.9419, device='cuda:0', grad_fn=<NllLossBackward0>)
0 574 tensor(1.8730, device='cuda:0', grad_fn=<NllLossBackward0>)
0 575 tensor(2.0047, device='cuda:0', grad_fn=<NllLossBackward0>)
0 576 tensor(2.0063, device='cuda:0', grad_fn=<NllLossBackward0>)
0 577 tensor(1.9280, device='cuda:0', grad_fn=<NllLossBackward0>)
0 578 tensor(1.9577, device='cuda:0', grad_fn=<NllLossBackward0>)
0 579 tensor(1.8856, device='cuda:0', grad_fn=<NllLossBackward0>)
0 580 tensor(2.1106, device='cuda:0', grad_fn=<NllLossBackward0>)
0 581 tensor(1.9955, device='cuda:0', grad_fn=<NllLossBackward0>)
0 582 tensor(2.0234, device='cuda:0', grad_fn=<NllLossBackward0>)
0 583 tensor(1.9219, device='cuda:0', grad_fn=<NllLossBackward0>)
0 584 tensor(1.8220, device='cuda:0', grad_fn=<NllLossBackward0>)
0 585 tensor(1.9456, device='cuda:0', grad_fn=<NllLossBackward0>)
0 586 tensor(1.9259, device='cuda:0', grad_fn=<NllLossBackward0>)
0 587 tensor(1.8648, device='cuda:0', grad_fn=<NllLossBackward0>)
0 588 tensor(1.7247, device='cuda:0', grad_fn=<NllLossBackward0>)
0 589 tensor(2.0720, device='cuda:0', grad_fn=<NllLossBackward0>)
0 590 tensor(1.9341, device='cuda:0', grad_fn=<NllLossBackward0>)
0 591 tensor(1.7832, device='cuda:0', grad_fn=<NllLossBackward0>)
0 592 tensor(1.8451, device='cuda:0', grad_fn=<NllLossBackward0>)
0 593 tensor(1.9574, device='cuda:0', grad_fn=<NllLossBackward0>)
0 594 tensor(2.1000, device='cuda:0', grad_fn=<NllLossBackward0>)
0 595 tensor(1.9237, device='cuda:0', grad_fn=<NllLossBackward0>)
0 596 tensor(1.9960, device='cuda:0', grad_fn=<NllLossBackward0>)
0 597 tensor(1.7102, device='cuda:0', grad_fn=<NllLossBackward0>)
0 598 tensor(2.0348, device='cuda:0', grad_fn=<NllLossBackward0>)
0 599 tensor(1.9165, device='cuda:0', grad_fn=<NllLossBackward0>)
0 600 tensor(1.7437, device='cuda:0', grad_fn=<NllLossBackward0>)
0 601 tensor(1.8195, device='cuda:0', grad_fn=<NllLossBackward0>)
0 602 tensor(1.8705, device='cuda:0', grad_fn=<NllLossBackward0>)
0 603 tensor(1.7881, device='cuda:0', grad_fn=<NllLossBackward0>)
0 604 tensor(1.9694, device='cuda:0', grad_fn=<NllLossBackward0>)
0 605 tensor(2.1035, device='cuda:0', grad_fn=<NllLossBackward0>)
0 606 tensor(1.8834, device='cuda:0', grad_fn=<NllLossBackward0>)
0 607 tensor(1.9771, device='cuda:0', grad_fn=<NllLossBackward0>)
0 608 tensor(2.0986, device='cuda:0', grad_fn=<NllLossBackward0>)
0 609 tensor(1.9098, device='cuda:0', grad_fn=<NllLossBackward0>)
0 610 tensor(1.7664, device='cuda:0', grad_fn=<NllLossBackward0>)
0 611 tensor(2.0142, device='cuda:0', grad_fn=<NllLossBackward0>)
0 612 tensor(1.9147, device='cuda:0', grad_fn=<NllLossBackward0>)
0 613 tensor(1.7690, device='cuda:0', grad_fn=<NllLossBackward0>)
0 614 tensor(1.8417, device='cuda:0', grad_fn=<NllLossBackward0>)
0 615 tensor(1.9255, device='cuda:0', grad_fn=<NllLossBackward0>)
0 616 tensor(1.9921, device='cuda:0', grad_fn=<NllLossBackward0>)
0 617 tensor(1.8971, device='cuda:0', grad_fn=<NllLossBackward0>)
0 618 tensor(1.8343, device='cuda:0', grad_fn=<NllLossBackward0>)
0 619 tensor(1.8601, device='cuda:0', grad_fn=<NllLossBackward0>)
0 620 tensor(1.7439, device='cuda:0', grad_fn=<NllLossBackward0>)
0 621 tensor(1.7435, device='cuda:0', grad_fn=<NllLossBackward0>)
0 622 tensor(1.9162, device='cuda:0', grad_fn=<NllLossBackward0>)
0 623 tensor(1.8004, device='cuda:0', grad_fn=<NllLossBackward0>)

Epoch: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [09:06<00:00, 546.66s/it]
