
Epoch:   0%|                                                                                                                     | 0/1 [00:00<?, ?it/s]
0 357 tensor(1.9518, device='cuda:0', grad_fn=<NllLossBackward0>)
0 358 tensor(1.8662, device='cuda:0', grad_fn=<NllLossBackward0>)
0 359 tensor(1.6999, device='cuda:0', grad_fn=<NllLossBackward0>)
0 360 tensor(1.8976, device='cuda:0', grad_fn=<NllLossBackward0>)
0 361 tensor(1.8356, device='cuda:0', grad_fn=<NllLossBackward0>)
0 362 tensor(1.9390, device='cuda:0', grad_fn=<NllLossBackward0>)
0 363 tensor(1.9456, device='cuda:0', grad_fn=<NllLossBackward0>)
0 364 tensor(1.6904, device='cuda:0', grad_fn=<NllLossBackward0>)
0 365 tensor(1.8927, device='cuda:0', grad_fn=<NllLossBackward0>)
0 366 tensor(1.7946, device='cuda:0', grad_fn=<NllLossBackward0>)
0 367 tensor(1.9019, device='cuda:0', grad_fn=<NllLossBackward0>)
0 368 tensor(1.9291, device='cuda:0', grad_fn=<NllLossBackward0>)
0 369 tensor(1.7608, device='cuda:0', grad_fn=<NllLossBackward0>)
0 370 tensor(1.8857, device='cuda:0', grad_fn=<NllLossBackward0>)
0 371 tensor(1.9285, device='cuda:0', grad_fn=<NllLossBackward0>)
0 372 tensor(1.8177, device='cuda:0', grad_fn=<NllLossBackward0>)
0 373 tensor(1.7880, device='cuda:0', grad_fn=<NllLossBackward0>)
0 374 tensor(1.8617, device='cuda:0', grad_fn=<NllLossBackward0>)
0 375 tensor(1.9312, device='cuda:0', grad_fn=<NllLossBackward0>)
0 376 tensor(1.9470, device='cuda:0', grad_fn=<NllLossBackward0>)
0 377 tensor(1.8545, device='cuda:0', grad_fn=<NllLossBackward0>)
0 378 tensor(1.8983, device='cuda:0', grad_fn=<NllLossBackward0>)
0 379 tensor(1.8258, device='cuda:0', grad_fn=<NllLossBackward0>)
0 380 tensor(1.8973, device='cuda:0', grad_fn=<NllLossBackward0>)
0 381 tensor(1.8214, device='cuda:0', grad_fn=<NllLossBackward0>)
0 382 tensor(1.8265, device='cuda:0', grad_fn=<NllLossBackward0>)
0 383 tensor(1.8265, device='cuda:0', grad_fn=<NllLossBackward0>)
0 384 tensor(1.8279, device='cuda:0', grad_fn=<NllLossBackward0>)
0 385 tensor(1.8666, device='cuda:0', grad_fn=<NllLossBackward0>)
0 386 tensor(1.9798, device='cuda:0', grad_fn=<NllLossBackward0>)
0 387 tensor(1.8759, device='cuda:0', grad_fn=<NllLossBackward0>)
0 388 tensor(1.8708, device='cuda:0', grad_fn=<NllLossBackward0>)
0 389 tensor(1.8738, device='cuda:0', grad_fn=<NllLossBackward0>)
0 390 tensor(1.8515, device='cuda:0', grad_fn=<NllLossBackward0>)
0 391 tensor(1.8983, device='cuda:0', grad_fn=<NllLossBackward0>)
0 392 tensor(1.8914, device='cuda:0', grad_fn=<NllLossBackward0>)
0 393 tensor(1.9470, device='cuda:0', grad_fn=<NllLossBackward0>)
0 394 tensor(2.0254, device='cuda:0', grad_fn=<NllLossBackward0>)
0 395 tensor(1.9786, device='cuda:0', grad_fn=<NllLossBackward0>)
0 396 tensor(1.8326, device='cuda:0', grad_fn=<NllLossBackward0>)
0 397 tensor(1.8079, device='cuda:0', grad_fn=<NllLossBackward0>)
0 398 tensor(1.9274, device='cuda:0', grad_fn=<NllLossBackward0>)
0 399 tensor(1.9184, device='cuda:0', grad_fn=<NllLossBackward0>)
0 400 tensor(1.9246, device='cuda:0', grad_fn=<NllLossBackward0>)
0 401 tensor(2.2037, device='cuda:0', grad_fn=<NllLossBackward0>)
0 402 tensor(1.9575, device='cuda:0', grad_fn=<NllLossBackward0>)
0 403 tensor(1.8774, device='cuda:0', grad_fn=<NllLossBackward0>)
0 404 tensor(1.8668, device='cuda:0', grad_fn=<NllLossBackward0>)
0 405 tensor(1.9201, device='cuda:0', grad_fn=<NllLossBackward0>)
0 406 tensor(1.8806, device='cuda:0', grad_fn=<NllLossBackward0>)
0 407 tensor(1.9736, device='cuda:0', grad_fn=<NllLossBackward0>)
0 408 tensor(1.9000, device='cuda:0', grad_fn=<NllLossBackward0>)
0 409 tensor(1.8220, device='cuda:0', grad_fn=<NllLossBackward0>)
0 410 tensor(1.9069, device='cuda:0', grad_fn=<NllLossBackward0>)
0 411 tensor(1.9580, device='cuda:0', grad_fn=<NllLossBackward0>)
0 412 tensor(1.8525, device='cuda:0', grad_fn=<NllLossBackward0>)
0 413 tensor(1.8746, device='cuda:0', grad_fn=<NllLossBackward0>)
0 414 tensor(1.9218, device='cuda:0', grad_fn=<NllLossBackward0>)
0 415 tensor(1.9788, device='cuda:0', grad_fn=<NllLossBackward0>)
0 416 tensor(1.8067, device='cuda:0', grad_fn=<NllLossBackward0>)
0 417 tensor(1.9252, device='cuda:0', grad_fn=<NllLossBackward0>)
0 418 tensor(1.8619, device='cuda:0', grad_fn=<NllLossBackward0>)
0 419 tensor(1.8624, device='cuda:0', grad_fn=<NllLossBackward0>)
0 420 tensor(1.7778, device='cuda:0', grad_fn=<NllLossBackward0>)
0 421 tensor(1.8477, device='cuda:0', grad_fn=<NllLossBackward0>)
0 422 tensor(1.7594, device='cuda:0', grad_fn=<NllLossBackward0>)
0 423 tensor(2.0250, device='cuda:0', grad_fn=<NllLossBackward0>)
0 424 tensor(1.8179, device='cuda:0', grad_fn=<NllLossBackward0>)
0 425 tensor(1.7777, device='cuda:0', grad_fn=<NllLossBackward0>)
0 426 tensor(1.9289, device='cuda:0', grad_fn=<NllLossBackward0>)
0 427 tensor(1.8271, device='cuda:0', grad_fn=<NllLossBackward0>)
0 428 tensor(1.8692, device='cuda:0', grad_fn=<NllLossBackward0>)
0 429 tensor(1.8997, device='cuda:0', grad_fn=<NllLossBackward0>)
0 430 tensor(1.9019, device='cuda:0', grad_fn=<NllLossBackward0>)
0 431 tensor(1.8508, device='cuda:0', grad_fn=<NllLossBackward0>)
0 432 tensor(1.8441, device='cuda:0', grad_fn=<NllLossBackward0>)
0 433 tensor(1.7922, device='cuda:0', grad_fn=<NllLossBackward0>)
0 434 tensor(1.8825, device='cuda:0', grad_fn=<NllLossBackward0>)
0 435 tensor(2.0046, device='cuda:0', grad_fn=<NllLossBackward0>)
0 436 tensor(1.8102, device='cuda:0', grad_fn=<NllLossBackward0>)
0 437 tensor(1.8584, device='cuda:0', grad_fn=<NllLossBackward0>)
0 438 tensor(1.7463, device='cuda:0', grad_fn=<NllLossBackward0>)
0 439 tensor(1.8766, device='cuda:0', grad_fn=<NllLossBackward0>)
0 440 tensor(1.7659, device='cuda:0', grad_fn=<NllLossBackward0>)
0 441 tensor(1.7454, device='cuda:0', grad_fn=<NllLossBackward0>)
0 442 tensor(1.9294, device='cuda:0', grad_fn=<NllLossBackward0>)
0 443 tensor(1.9070, device='cuda:0', grad_fn=<NllLossBackward0>)
0 444 tensor(1.8639, device='cuda:0', grad_fn=<NllLossBackward0>)
0 445 tensor(1.8969, device='cuda:0', grad_fn=<NllLossBackward0>)
0 446 tensor(1.9122, device='cuda:0', grad_fn=<NllLossBackward0>)
0 447 tensor(1.8429, device='cuda:0', grad_fn=<NllLossBackward0>)
0 448 tensor(1.8164, device='cuda:0', grad_fn=<NllLossBackward0>)
0 449 tensor(1.9017, device='cuda:0', grad_fn=<NllLossBackward0>)
0 450 tensor(1.9310, device='cuda:0', grad_fn=<NllLossBackward0>)
0 451 tensor(1.7862, device='cuda:0', grad_fn=<NllLossBackward0>)
0 452 tensor(1.8069, device='cuda:0', grad_fn=<NllLossBackward0>)
0 453 tensor(1.8334, device='cuda:0', grad_fn=<NllLossBackward0>)
0 454 tensor(1.9439, device='cuda:0', grad_fn=<NllLossBackward0>)
0 455 tensor(1.7772, device='cuda:0', grad_fn=<NllLossBackward0>)
0 456 tensor(1.7918, device='cuda:0', grad_fn=<NllLossBackward0>)
0 457 tensor(1.8950, device='cuda:0', grad_fn=<NllLossBackward0>)
0 458 tensor(1.7357, device='cuda:0', grad_fn=<NllLossBackward0>)
0 459 tensor(1.9461, device='cuda:0', grad_fn=<NllLossBackward0>)
0 460 tensor(1.8640, device='cuda:0', grad_fn=<NllLossBackward0>)
0 461 tensor(1.8173, device='cuda:0', grad_fn=<NllLossBackward0>)
0 462 tensor(2.0094, device='cuda:0', grad_fn=<NllLossBackward0>)
0 463 tensor(2.0317, device='cuda:0', grad_fn=<NllLossBackward0>)
0 464 tensor(1.7730, device='cuda:0', grad_fn=<NllLossBackward0>)
0 465 tensor(1.8349, device='cuda:0', grad_fn=<NllLossBackward0>)
0 466 tensor(1.8560, device='cuda:0', grad_fn=<NllLossBackward0>)
0 467 tensor(1.7956, device='cuda:0', grad_fn=<NllLossBackward0>)
0 468 tensor(1.8235, device='cuda:0', grad_fn=<NllLossBackward0>)
0 469 tensor(1.8574, device='cuda:0', grad_fn=<NllLossBackward0>)
0 470 tensor(1.7710, device='cuda:0', grad_fn=<NllLossBackward0>)
0 471 tensor(1.8726, device='cuda:0', grad_fn=<NllLossBackward0>)
0 472 tensor(1.8607, device='cuda:0', grad_fn=<NllLossBackward0>)
0 473 tensor(1.8918, device='cuda:0', grad_fn=<NllLossBackward0>)
0 474 tensor(1.9644, device='cuda:0', grad_fn=<NllLossBackward0>)
0 475 tensor(1.8092, device='cuda:0', grad_fn=<NllLossBackward0>)
0 476 tensor(1.7842, device='cuda:0', grad_fn=<NllLossBackward0>)
0 477 tensor(1.7892, device='cuda:0', grad_fn=<NllLossBackward0>)
0 478 tensor(1.9071, device='cuda:0', grad_fn=<NllLossBackward0>)
0 479 tensor(1.7468, device='cuda:0', grad_fn=<NllLossBackward0>)
0 480 tensor(1.9526, device='cuda:0', grad_fn=<NllLossBackward0>)
0 481 tensor(1.9049, device='cuda:0', grad_fn=<NllLossBackward0>)
0 482 tensor(1.8601, device='cuda:0', grad_fn=<NllLossBackward0>)
0 483 tensor(1.8234, device='cuda:0', grad_fn=<NllLossBackward0>)
0 484 tensor(1.7649, device='cuda:0', grad_fn=<NllLossBackward0>)
0 485 tensor(1.9904, device='cuda:0', grad_fn=<NllLossBackward0>)
0 486 tensor(1.9350, device='cuda:0', grad_fn=<NllLossBackward0>)
0 487 tensor(1.8572, device='cuda:0', grad_fn=<NllLossBackward0>)
0 488 tensor(1.8857, device='cuda:0', grad_fn=<NllLossBackward0>)
0 489 tensor(1.9207, device='cuda:0', grad_fn=<NllLossBackward0>)
0 490 tensor(1.9451, device='cuda:0', grad_fn=<NllLossBackward0>)
0 491 tensor(1.8179, device='cuda:0', grad_fn=<NllLossBackward0>)
0 492 tensor(1.8914, device='cuda:0', grad_fn=<NllLossBackward0>)
0 493 tensor(1.7645, device='cuda:0', grad_fn=<NllLossBackward0>)
0 494 tensor(1.9555, device='cuda:0', grad_fn=<NllLossBackward0>)
0 495 tensor(1.8173, device='cuda:0', grad_fn=<NllLossBackward0>)
0 496 tensor(1.9719, device='cuda:0', grad_fn=<NllLossBackward0>)
0 497 tensor(1.7288, device='cuda:0', grad_fn=<NllLossBackward0>)
0 498 tensor(1.7729, device='cuda:0', grad_fn=<NllLossBackward0>)
0 499 tensor(1.9772, device='cuda:0', grad_fn=<NllLossBackward0>)
0 500 tensor(1.9432, device='cuda:0', grad_fn=<NllLossBackward0>)
0 501 tensor(2.0009, device='cuda:0', grad_fn=<NllLossBackward0>)
0 502 tensor(1.9343, device='cuda:0', grad_fn=<NllLossBackward0>)
0 503 tensor(1.7828, device='cuda:0', grad_fn=<NllLossBackward0>)
0 504 tensor(1.7970, device='cuda:0', grad_fn=<NllLossBackward0>)
0 505 tensor(1.8655, device='cuda:0', grad_fn=<NllLossBackward0>)
0 506 tensor(2.0625, device='cuda:0', grad_fn=<NllLossBackward0>)
0 507 tensor(1.8368, device='cuda:0', grad_fn=<NllLossBackward0>)
0 508 tensor(1.6958, device='cuda:0', grad_fn=<NllLossBackward0>)
0 509 tensor(1.7808, device='cuda:0', grad_fn=<NllLossBackward0>)
0 510 tensor(1.8626, device='cuda:0', grad_fn=<NllLossBackward0>)
0 511 tensor(1.8080, device='cuda:0', grad_fn=<NllLossBackward0>)
0 512 tensor(1.9569, device='cuda:0', grad_fn=<NllLossBackward0>)
0 513 tensor(1.7714, device='cuda:0', grad_fn=<NllLossBackward0>)
0 514 tensor(1.6911, device='cuda:0', grad_fn=<NllLossBackward0>)
0 515 tensor(1.8440, device='cuda:0', grad_fn=<NllLossBackward0>)
0 516 tensor(1.8017, device='cuda:0', grad_fn=<NllLossBackward0>)
0 517 tensor(1.9655, device='cuda:0', grad_fn=<NllLossBackward0>)
0 518 tensor(1.8158, device='cuda:0', grad_fn=<NllLossBackward0>)
0 519 tensor(1.9631, device='cuda:0', grad_fn=<NllLossBackward0>)
0 520 tensor(1.8883, device='cuda:0', grad_fn=<NllLossBackward0>)
0 521 tensor(1.8614, device='cuda:0', grad_fn=<NllLossBackward0>)
0 522 tensor(1.8485, device='cuda:0', grad_fn=<NllLossBackward0>)
0 523 tensor(1.8159, device='cuda:0', grad_fn=<NllLossBackward0>)
0 524 tensor(1.8455, device='cuda:0', grad_fn=<NllLossBackward0>)
0 525 tensor(1.8099, device='cuda:0', grad_fn=<NllLossBackward0>)
0 526 tensor(1.8356, device='cuda:0', grad_fn=<NllLossBackward0>)
0 527 tensor(1.8945, device='cuda:0', grad_fn=<NllLossBackward0>)
0 528 tensor(1.8364, device='cuda:0', grad_fn=<NllLossBackward0>)
0 529 tensor(1.8961, device='cuda:0', grad_fn=<NllLossBackward0>)
0 530 tensor(1.8367, device='cuda:0', grad_fn=<NllLossBackward0>)
0 531 tensor(1.8494, device='cuda:0', grad_fn=<NllLossBackward0>)
0 532 tensor(1.8482, device='cuda:0', grad_fn=<NllLossBackward0>)
0 533 tensor(1.9219, device='cuda:0', grad_fn=<NllLossBackward0>)
0 534 tensor(1.8704, device='cuda:0', grad_fn=<NllLossBackward0>)
0 535 tensor(1.8869, device='cuda:0', grad_fn=<NllLossBackward0>)
0 536 tensor(1.7535, device='cuda:0', grad_fn=<NllLossBackward0>)
0 537 tensor(1.8671, device='cuda:0', grad_fn=<NllLossBackward0>)
0 538 tensor(1.9109, device='cuda:0', grad_fn=<NllLossBackward0>)
0 539 tensor(1.8232, device='cuda:0', grad_fn=<NllLossBackward0>)
0 540 tensor(1.8445, device='cuda:0', grad_fn=<NllLossBackward0>)
0 541 tensor(1.9760, device='cuda:0', grad_fn=<NllLossBackward0>)
0 542 tensor(1.8409, device='cuda:0', grad_fn=<NllLossBackward0>)
0 543 tensor(1.9248, device='cuda:0', grad_fn=<NllLossBackward0>)
0 544 tensor(1.7353, device='cuda:0', grad_fn=<NllLossBackward0>)
0 545 tensor(1.8761, device='cuda:0', grad_fn=<NllLossBackward0>)
0 546 tensor(1.8486, device='cuda:0', grad_fn=<NllLossBackward0>)
0 547 tensor(1.8555, device='cuda:0', grad_fn=<NllLossBackward0>)
0 548 tensor(1.8921, device='cuda:0', grad_fn=<NllLossBackward0>)
0 549 tensor(1.9175, device='cuda:0', grad_fn=<NllLossBackward0>)
0 550 tensor(1.7318, device='cuda:0', grad_fn=<NllLossBackward0>)
0 551 tensor(1.9214, device='cuda:0', grad_fn=<NllLossBackward0>)
0 552 tensor(2.0211, device='cuda:0', grad_fn=<NllLossBackward0>)
0 553 tensor(1.8941, device='cuda:0', grad_fn=<NllLossBackward0>)
0 554 tensor(1.9769, device='cuda:0', grad_fn=<NllLossBackward0>)
0 555 tensor(1.9315, device='cuda:0', grad_fn=<NllLossBackward0>)
0 556 tensor(1.9968, device='cuda:0', grad_fn=<NllLossBackward0>)
0 557 tensor(1.8326, device='cuda:0', grad_fn=<NllLossBackward0>)
0 558 tensor(1.9720, device='cuda:0', grad_fn=<NllLossBackward0>)
0 559 tensor(1.9437, device='cuda:0', grad_fn=<NllLossBackward0>)
0 560 tensor(1.8953, device='cuda:0', grad_fn=<NllLossBackward0>)
0 561 tensor(1.9005, device='cuda:0', grad_fn=<NllLossBackward0>)
0 562 tensor(1.9472, device='cuda:0', grad_fn=<NllLossBackward0>)
0 563 tensor(1.9230, device='cuda:0', grad_fn=<NllLossBackward0>)
0 564 tensor(1.8766, device='cuda:0', grad_fn=<NllLossBackward0>)
0 565 tensor(1.7746, device='cuda:0', grad_fn=<NllLossBackward0>)
0 566 tensor(1.8862, device='cuda:0', grad_fn=<NllLossBackward0>)
0 567 tensor(1.7758, device='cuda:0', grad_fn=<NllLossBackward0>)
0 568 tensor(1.8386, device='cuda:0', grad_fn=<NllLossBackward0>)
0 569 tensor(1.9494, device='cuda:0', grad_fn=<NllLossBackward0>)
0 570 tensor(1.9134, device='cuda:0', grad_fn=<NllLossBackward0>)
0 571 tensor(1.8504, device='cuda:0', grad_fn=<NllLossBackward0>)
0 572 tensor(1.8534, device='cuda:0', grad_fn=<NllLossBackward0>)
0 573 tensor(1.7769, device='cuda:0', grad_fn=<NllLossBackward0>)
0 574 tensor(1.8756, device='cuda:0', grad_fn=<NllLossBackward0>)
0 575 tensor(2.0581, device='cuda:0', grad_fn=<NllLossBackward0>)
0 576 tensor(1.8715, device='cuda:0', grad_fn=<NllLossBackward0>)
0 577 tensor(1.8253, device='cuda:0', grad_fn=<NllLossBackward0>)
0 578 tensor(1.8622, device='cuda:0', grad_fn=<NllLossBackward0>)
0 579 tensor(1.9195, device='cuda:0', grad_fn=<NllLossBackward0>)
0 580 tensor(1.8294, device='cuda:0', grad_fn=<NllLossBackward0>)
0 581 tensor(1.8174, device='cuda:0', grad_fn=<NllLossBackward0>)
0 582 tensor(1.9149, device='cuda:0', grad_fn=<NllLossBackward0>)
0 583 tensor(1.9599, device='cuda:0', grad_fn=<NllLossBackward0>)
0 584 tensor(1.8828, device='cuda:0', grad_fn=<NllLossBackward0>)
0 585 tensor(1.9145, device='cuda:0', grad_fn=<NllLossBackward0>)
0 586 tensor(1.9865, device='cuda:0', grad_fn=<NllLossBackward0>)
0 587 tensor(2.0024, device='cuda:0', grad_fn=<NllLossBackward0>)
0 588 tensor(1.9182, device='cuda:0', grad_fn=<NllLossBackward0>)
0 589 tensor(1.8382, device='cuda:0', grad_fn=<NllLossBackward0>)
0 590 tensor(1.7490, device='cuda:0', grad_fn=<NllLossBackward0>)
0 591 tensor(1.7637, device='cuda:0', grad_fn=<NllLossBackward0>)
0 592 tensor(1.7713, device='cuda:0', grad_fn=<NllLossBackward0>)
0 593 tensor(1.9094, device='cuda:0', grad_fn=<NllLossBackward0>)
0 594 tensor(1.7589, device='cuda:0', grad_fn=<NllLossBackward0>)
0 595 tensor(2.0451, device='cuda:0', grad_fn=<NllLossBackward0>)
0 596 tensor(1.8336, device='cuda:0', grad_fn=<NllLossBackward0>)
0 597 tensor(1.8928, device='cuda:0', grad_fn=<NllLossBackward0>)
0 598 tensor(1.9570, device='cuda:0', grad_fn=<NllLossBackward0>)
0 599 tensor(1.7752, device='cuda:0', grad_fn=<NllLossBackward0>)
0 600 tensor(1.7907, device='cuda:0', grad_fn=<NllLossBackward0>)
0 601 tensor(1.7662, device='cuda:0', grad_fn=<NllLossBackward0>)
0 602 tensor(1.9004, device='cuda:0', grad_fn=<NllLossBackward0>)
0 603 tensor(1.8477, device='cuda:0', grad_fn=<NllLossBackward0>)
0 604 tensor(1.9632, device='cuda:0', grad_fn=<NllLossBackward0>)
0 605 tensor(1.7826, device='cuda:0', grad_fn=<NllLossBackward0>)
0 606 tensor(1.8410, device='cuda:0', grad_fn=<NllLossBackward0>)
0 607 tensor(1.8548, device='cuda:0', grad_fn=<NllLossBackward0>)
0 608 tensor(1.8894, device='cuda:0', grad_fn=<NllLossBackward0>)
0 609 tensor(1.8430, device='cuda:0', grad_fn=<NllLossBackward0>)
0 610 tensor(1.7853, device='cuda:0', grad_fn=<NllLossBackward0>)
0 611 tensor(1.9259, device='cuda:0', grad_fn=<NllLossBackward0>)
0 612 tensor(1.7553, device='cuda:0', grad_fn=<NllLossBackward0>)
0 613 tensor(1.7916, device='cuda:0', grad_fn=<NllLossBackward0>)
0 614 tensor(1.7773, device='cuda:0', grad_fn=<NllLossBackward0>)
0 615 tensor(1.8462, device='cuda:0', grad_fn=<NllLossBackward0>)
0 616 tensor(1.8050, device='cuda:0', grad_fn=<NllLossBackward0>)
0 617 tensor(1.9275, device='cuda:0', grad_fn=<NllLossBackward0>)
0 618 tensor(1.8526, device='cuda:0', grad_fn=<NllLossBackward0>)
0 619 tensor(1.8785, device='cuda:0', grad_fn=<NllLossBackward0>)
0 620 tensor(1.8413, device='cuda:0', grad_fn=<NllLossBackward0>)
0 621 tensor(1.9798, device='cuda:0', grad_fn=<NllLossBackward0>)
0 622 tensor(1.8842, device='cuda:0', grad_fn=<NllLossBackward0>)
0 623 tensor(1.8514, device='cuda:0', grad_fn=<NllLossBackward0>)

Epoch: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [09:05<00:00, 545.17s/it]
